CONCEPTICON_ID	WORDNET_SYNSET	OPEN_WORDNET_ID	WORDNET_GLOSS	WORDNET_POS	WORDNET_DEFINITION
966	v01863593	01863593-v	brake	v	cause to stop by applying the brakes; "brake the car before you go into a curve"
968	n12267677	12267677-n	acorn	n	fruit of the oak tree: a smooth thin-walled nut in a woody cup-shaped base
969	n03030663	03030663-n	cigarette//cigaret//coffin nail//butt//fag	n	finely ground tobacco wrapped in paper; for smoking
970	n07772935	07772935-n	coconut//cocoanut	n	large hard-shelled oval nut with a fibrous husk containing thick white meat surrounding a central cavity filled (when fresh) with fluid or milk
974	n04442831	04442831-n	tobacco//baccy	n	leaves of the tobacco plant dried and prepared for smoking or ingestion
977	n02742753	02742753-n	arrow	n	a projectile with a straight thin shaft and an arrowhead on one end and stabilizing vanes on the other; intended to be shot from a bow
978	n07352190	07352190-n	wave//moving ridge	n	one of a series of ridges that moves across the surface of a liquid (especially across a large body of water)
979	n10078806	10078806-n	farmer//husbandman//granger//sodbuster	n	a person who operates a farm
980	n05578095	05578095-n	heel	n	the back part of the human foot
981	n05579944	05579944-n	elbow//elbow joint//human elbow//cubitus//cubital joint//articulatio cubiti	n	hinge joint between the forearm and upper arm and the corresponding joint in the forelimb of a quadruped
983	v00906367	00906367-v	convict	v	find or declare guilty; "The man was convicted of fraud and sentenced"
984	n00575741	00575741-n	work	n	activity directed toward making or doing something; "she checked several points needing further work"
987	v02727462	02727462-v	stay//stay on//continue//remain	v	continue in a place, position, or situation; "After graduation, she stayed on in Cambridge as a student adviser"; "Stay with me, please"; "despite student protests, he remained Dean for another year"; "She continued as deputy mayor for another year"
988	v00904046	00904046-v	acquit//assoil//clear//discharge//exonerate//exculpate	v	pronounce not guilty of criminal charges; "The suspect was cleared of the murder charges"
989	a00428404	00428404-a	clear	a	readily apparent to the mind; "a clear and present danger"; "a clear explanation"; "a clear case of murder"; "a clear indication that she was angry"; "gave us a clear idea of human nature"
994	n02879718	02879718-n	bow	n	a weapon for shooting arrows, composed of a curved piece of resilient wood with a taut cord to propel the arrow
996	a00681930	00681930-a	deaf	a	lacking or deprived of the sense of hearing wholly or in part
998	v01494310	01494310-v	put//set//place//pose//position//lay	v	put into a certain place or abstract location; "Put your things here"; "Set the tray down"; "Set the dogs on the scent of the missing children"; "Place emphasis on a certain point"
1000	n07523905	07523905-n	anxiety	n	a vague unpleasant emotion that is experienced in anticipation of some (usually ill-defined) misfortune
1001	n09859152	09859152-n	blacksmith	n	a smith who forges and shapes iron with a hammer and anvil
1002	n04306847	04306847-n	statue	n	a sculpture representing a human or animal
1003	v00802318	00802318-v	permit//allow//let//countenance	v	consent to, give permission; "She permitted her son to visit her estranged husband"; "I won't let the police search her basement"; "I cannot allow you to see your exam"
1005	n10734394	10734394-n	twin	n	either of two offspring born at the same time from the same pregnancy
1006	n02897820	02897820-n	brick	n	rectangular block of clay baked by the sun or in a kiln; used as a building or paving material
1007	n02403454	02403454-n	cow//moo-cow	n	female of domestic cattle: "`moo-cow' is a child's term"
1008	n02403325	02403325-n	bull	n	uncastrated adult male of domestic cattle
1010	n13903079	13903079-n	boundary//edge//bound	n	a line determining the limits of an area
1011	n02898711	02898711-n	bridge//span	n	a structure that allows people or vehicles to cross an obstacle such as a river or canal or railway etc.
1012	n02865931	02865931-n	bolt//deadbolt	n	the part of a lock that is engaged or withdrawn with a key
1013	n02526818	02526818-n	common eel//freshwater eel	n	eels that live in fresh water as adults but return to sea to spawn; found in Europe and America; marketed both fresh and smoked
1019	r00387828	00387828-r	right	r	toward or on the right; also used figuratively; "he looked right and left"; "the party has moved right"
1021	n04459362	04459362-n	towel	n	a rectangular piece of absorbent cloth (or paper) for drying or wiping
1022	n13262663	13262663-n	loot//booty//pillage//plunder//prize//swag//dirty money	n	goods or money obtained illegally
1025	v01043441	01043441-v	whistle	v	utter or express by whistling; "She whistled a melody"
1026	n07402271	07402271-n	low tide//low water	n	the lowest (farthest) ebb of the tide
1028	v00007328	00007328-v	yawn	v	utter a yawn, as from lack of oxygen or when one is tired; "The child yawned during the long performance"
1029	n03596787	03596787-n	jewel//gem//precious stone	n	a precious or semiprecious stone incorporated into a piece of jewelry
1032	n09923673	09923673-n	citizen	n	a native or naturalized member of a state or other political community
1033	v00331082	00331082-v	grind//mash//crunch//bray//comminute	v	reduce to small pieces or particles by pounding or abrading; "grind the spices in a mortar"; "mash the garlic"
1034	n09762101	09762101-n	defendant//suspect	n	a person or institution against whom an action is brought in a court of law; the person being sued or accused
1035	a01123148	01123148-a	good	a	having desirable or positive qualities especially those suitable for a thing specified; "good news from the hospital"; "a good report card"; "when she was good she was very very good"; "a good knife is one good for cutting"; "this stump will make a good picnic table"; "a good check"; "a good joke"; "a good exterior paint"; "a good secretary"; "a good dress for the office"
1038	n10694258	10694258-n	teacher//instructor	n	a person whose occupation is teaching
1039	v00923793	00923793-v	indicate//point//designate//show	v	indicate a place, direction, person, or thing; either spatially or figuratively; "I showed the customer the glove section"; "He pointed to the empty parking space"; "he indicated his opponents"
1040	n05254795	05254795-n	hair	n	a covering for the body (or parts of it) consisting of a dense growth of threadlike structures (as on the human head); helps to prevent heat loss; "he combed his hair"; "each hair consists of layers of dead keratinized cells"
1042	n09896685	09896685-n	carpenter	n	a woodworker who makes or repairs wooden objects
1044	n03938244	03938244-n	pillow	n	a cushion to support the head of a sleeping person
1045	n10444194	10444194-n	poet	n	a writer of poems (the term is usually reserved for writers of good poetry)
1046	v01345109	01345109-v	close//shut	v	move so that an opening or passage is obstructed; make shut; "Close the door"; "shut the window"
1047	v02000868	02000868-v	pursue//follow	v	follow in or as if in pursuit; "The police car pursued the suspected attacker"; "Her bad deed followed her and haunted her dreams all her life"
1048	n13863771	13863771-n	line	n	a length (straight or curved) without breadth or thickness; the trace of a moving point
1049	n05307773	05307773-n	molar//grinder	n	grinding tooth with a broad crown; located behind the premolars
1051	n02946921	02946921-n	can//tin//tin can	n	airtight sealed metal container for food or drink or paint etc.
1052	a01186408	01186408-a	light	a	of comparatively little physical weight or density; "a light load"; "magnesium is a light metal--having a specific gravity of 1.74 at 20 degrees C"
1058	n10654596	10654596-n	stepdaughter	n	a daughter of your spouse by a former marriage
1059	n10655075	10655075-n	stepson	n	the son your spouse by a former marriage
1061	n02739668	02739668-n	armor//armour	n	protective covering made of metal and used in combat
1062	n08441203	08441203-n	law//jurisprudence	n	the collection of rules imposed by authority; "civilization presupposes respect for the law"; "the great problem for jurisprudence to allow freedom while enforcing order"
1063	n10353355	10353355-n	nephew	n	a son of your brother or sister
1064	n04192698	04192698-n	shield//buckler	n	armor carried on the arm to intercept blows
1065	n04275363	04275363-n	spider web//spider's web	n	a web spun by spiders to trap insect prey
1066	n00766234	00766234-n	crime//offense//criminal offense//criminal offence//offence//law-breaking	n	(criminal law) an act punishable by law; usually considered an evil act; "a long record of crimes"
1067	n01187810	01187810-n	judgment//judgement//judicial decision	n	(law) the determination by a court of competent jurisdiction on matters submitted to it
1068	n03649459	03649459-n	court//lawcourt//court of law//court of justice	n	a tribunal that is presided over by a magistrate or by one or more judges who administer justice according to the laws
1069	n14702875	14702875-n	glue//gum//mucilage	n	cement consisting of a sticky substance that is used as an adhesive
1070	n02924116	02924116-n	bus//autobus//coach//charabanc//double-decker//jitney//motorbus//motorcoach//omnibus//passenger vehicle	n	a vehicle carrying many passengers; used for public transport; "he always rode the bus to work"
1071	n03532342	03532342-n	hook	n	a curved or bent implement for suspending or pulling something
