ID	NUMBER	ENGLISH	POS	CONCEPTICON_ID	CONCEPTICON_GLOSS	IDS_IN_SOURCE	LINKS	POLYSEMY_CLASS	FREQUENCY_CLASS	DEGREE_CLASS	RELATION_TYPE	FORWARD_SCORES	BACKWARD_SCORES
Lapesa-2014-772-752	752	whine	verb			484:to-screech-to-whine:1	←580	poli3	freqMin	LOW	SYN	2.5	2.6
Lapesa-2014-772-753	753	whip	verb			568:to-whisk-to-whip:1	←754	poli3	freqMed	LOW	SYN	3.2	2.3
Lapesa-2014-772-754	754	whisk	verb			568:to-whisk-to-whip:0 569:to-whisk-to-stir:0 570:to-whisk-to-stir:0 571:to-whisk-to-settle:0 572:to-whisk-to-take:0 573:to-whisk-to-settle:0	→753 →634 →634 →590 →657 →590	poli3 poli3 poli3 poli3 poli3 poli3	freqMed freqMed freqMed freqMed freqMed freqMed	LOW HIGH HIGH NOT LOW NOT	SYN HYP SYN SYN HYP HYP	3.2 4.7 4.5 0 2.3 0.1	2.3 4.5 4.5 0.2 2.7 0.1
Lapesa-2014-772-755	755	whisper	verb	55	WHISPER	483:to-screech-to-whisper:1 486:to-screech-to-whisper:1 488:to-screech-to-whisper:1 574:to-whisper-to-rustle:0 575:to-whisper-to-speak:0 576:to-whisper-to-murmur:0 577:to-whisper-to-murmur:0 578:to-whisper-to-shout:0 579:to-whisper-to-vocalize:0 580:to-whisper-to-shout:0 581:to-whisper-to-yell:0 582:to-whisper-to-shout:0	←580 ←580 ←580 →567 →619 →440 →440 →597 →745 →597 →770 →597	poli3 poli3 poli3 poli1 poli1 poli1 poli1 poli1 poli1 poli1 poli1 poli1	freqMin freqMin freqMin freqMed freqMed freqMed freqMed freqMed freqMed freqMed freqMed freqMed	NOT HIGH NOT LOW HIGH NOT HIGH NOT LOW NOT LOW HIGH	SYN ANT HYP SYN HYP ANT SYN HYP HYP SYN ANT ANT	0.5 4.8 0.3 0.7 4 0.4 3.9 0 3.8 0 5 4.9	0.1 4.8 0.4 1.6 4 0.3 3.7 0 4.4 0 5 5
Lapesa-2014-772-756	756	whole	adjective	2277	WHOLE	107:partial-whole:1	←476	poli2	freqMax	NOT	SYN	0	0
Lapesa-2014-772-757	757	wholeness	noun			649:completeness-wholeness:1 650:completeness-wholeness:1	←123 ←123	poli2 poli2	freqMed freqMed	HIGH NOT	SYN ANT	4.5 0	4.8 0
Lapesa-2014-772-758	758	win	verb	866	WIN	259:to-achieve-to-win:1	←12	poli1	freqMax	HIGH	HYP	4.5	3.3
Lapesa-2014-772-759	759	wind	verb	960	WIND	503:to-spiral-to-wind:1	←623	poli3	freqMed	LOW	SYN	3.1	2
Lapesa-2014-772-760	760	wink	verb			583:to-wink-to-gesture:0 584:to-wink-to-stare:0 585:to-wink-to-blink:0	→286 →628 →69	poli3 poli3 poli3	freqMin freqMin freqMin	LOW NOT HIGH	HYP HYP HYP	4.6 0.8 3.4	3.7 0.6 3.6
Lapesa-2014-772-761	761	wordy	adjective			30:concise-wordy:1	←126	poli3	freqMed	LOW	ANT	4.6	4.8
Lapesa-2014-772-762	762	work	verb	1086	WORK (ACTIVITY)	540:to-toil-to-work:1 542:to-toil-to-work:1 778:recreation-work:1 780:recreation-work:1	←669 ←669 ←536 ←536	poli1 poli1 poli1 poli1	freqMed freqMed freqMax freqMax	HIGH HIGH HIGH NOT	SYN HYP ANT HYP	3.8 3.6 4.7 0	4.1 3.7 4.6 0.3
Lapesa-2014-772-763	763	workforce	noun			844:workforce-management:0 845:workforce-crew:0 846:workforce-employees:0	→415 →151 →223	poli1 poli1 poli1	freqMax freqMax freqMax	NOT LOW HIGH	SYN SYN SYN	1.2 4.5 4.4	0.9 4.2 4.7
Lapesa-2014-772-764	764	world	noun	965	WORLD	765:planet-world:1	←489	poli2	freqMax	NOT	ANT	0.4	0.2
Lapesa-2014-772-765	765	wrap	verb	1113	WRAP	370:to-hone-to-wrap:1	←321	poli2	freqMed	NOT	ANT	0.5	0.5
Lapesa-2014-772-766	766	wrecker	noun			847:wrecker-creator:0 848:wrecker-destroyer:0 849:wrecker-builder:0 850:wrecker-truck:0 851:wrecker-builder:0 852:wrecker-destroyer:0	→150 →183 →80 →680 →80 →183	poli2 poli2 poli2 poli2 poli2 poli2	freqMin freqMin freqMin freqMin freqMin freqMin	LOW NOT HIGH LOW NOT HIGH	ANT ANT ANT SYN SYN SYN	4.7 0.1 4.8 2.9 0.1 4.6	4.8 0 4.9 1.4 0 4.7
Lapesa-2014-772-767	767	wrinkle	verb	2294	WRINKLE	403:to-iron-to-wrinkle:1 407:to-iron-to-wrinkle:1 410:to-iron-to-wrinkle:1	←374 ←374 ←374	poli1 poli1 poli1	freqMed freqMed freqMed	NOT NOT HIGH	SYN HYP ANT	0 0 5	0 0 4.5
Lapesa-2014-772-768	768	write	verb	1672	WRITE	354:to-document-to-write:1 387:to-ink-to-write:1 389:to-inscribe-to-write:1 391:to-inscribe-to-write:1 492:to-scribe-to-write:1	←207 ←359 ←362 ←362 ←581	poli2 poli2 poli3 poli3 poli1	freqMax freqMin freqMed freqMed freqMin	LOW NOT HIGH HIGH HIGH	HYP ANT HYP SYN HYP	4.3 0.3 4.6 4.4 4.9	4.5 0.3 4.7 4.4 4.2
Lapesa-2014-772-769	769	wrong	adjective	1390	WRONG	205:unlawful-wrong:1	←712	poli3	freqMed	LOW	HYP	4.3	4.9
Lapesa-2014-772-770	770	yell	verb			485:to-screech-to-yell:1 581:to-whisper-to-yell:1	←580 ←755	poli3 poli1	freqMin freqMed	HIGH LOW	HYP ANT	4.2 5	4.6 5
Lapesa-2014-772-771	771	zebra	noun	3675	ZEBRA	853:zebra-equine:0 854:zebra-animal:0 855:zebra-horse:0	→230 →34 →324	poli1 poli1 poli1	freqMin freqMin freqMin	LOW HIGH NOT	HYP HYP HYP	4.4 5 2.2	4.3 5 3
Lapesa-2014-772-772	772	zigzag	verb			586:to-zigzag-to-straighten:0 587:to-zigzag-to-evade:0 588:to-zigzag-to-weave:0 589:to-zigzag-to-beeline:0 590:to-zigzag-to-weave:0 591:to-zigzag-to-straighten:0	→640 →238 →750 →60 →750 →640	poli1 poli1 poli1 poli1 poli1 poli1	freqMin freqMin freqMin freqMin freqMin freqMin	HIGH LOW NOT LOW HIGH NOT	ANT SYN ANT ANT SYN SYN	4.4 1.8 0.6 4.2 3.8 0	4.6 2.6 0.2 4.9 4.4 0
